,story_id,premises,premises-FOL,conclusion,conclusion-FOL,label,example_id,gpt Translations,qwen Translations
114,414,"Some animals in the national parks originated from North America. 
All endangered animals are protected by The Endangered Species Act of 1973. 
No animals protected by The Endangered Species Act of 1973 are  allowed to be hunted by humans for profit. 
If an animal can be sold in the public marketplace, it is not allowed to be hunted by humans for profit.
The bald eagle is an endangered animal or an animal that is not allowed to be hunted by humans for profit..","∃x ∃y(Animal(x) ∧ In(x, nationalPark) ∧ OriginatedFrom(x, northAmerica) ∧ (¬(x=y)) ∧ Animal(y) ∧ In(y, nationalPark) ∧ OriginatedFrom(y, northAmerica))
∀x ((Animal(x) ∧ Endangered(x)) → ProtectedBy(x, endangeredSpeciesAct1973))
∀x ((Animal(x) ∧ ProtectedBy(x, endangeredSpeciesAct1973)) → ¬(HuntedForProfitBy(x, humans)))
∀x ((Animal(x) ∧ (¬HuntedForProfitBy(x, humans))) → ¬SoldIn(x, publicMarketplace))
Animal(baldEagle) ∧ (Endangered(baldEagle) ∨ (¬HuntedForProfitBy(x, humans)))",The bald eagle is in a national park and can be sold in the public marketplace.,"InNationalPark(mickey) ∧ SoldIn(mickey, publicMarketplace)",False,1163,"∃x (Animal(x) ∧ NationalPark(x) ∧ OriginNAm(x))  
∀x (Endangered(x) → Protected(x))  
∀x (Protected(x) → ¬AllowedHunted(x))  
∀x (Sellable(x) → ¬AllowedHunted(x))  
Endangered(baldEagle) ∨ �","

∀x (Endangered(x) → ProtectedByAct(x))  
∀x (ProtectedByAct(x) → ¬AllowedToBeHunted(x))  
∀x (CanBeSoldInMarketplace(x) → ¬AllowedToBeHunted(x))  
Endangered(baldEagle) ∨ ¬AllowedToBeHunted(baldEagle)  
∃x (Animal(x) ∧ InNationalParks(x) ∧ OriginatedFromNorthAmerica(x))"
115,414,"Some animals in the national parks originated from North America. 
All endangered animals are protected by The Endangered Species Act of 1973. 
No animals protected by The Endangered Species Act of 1973 are  allowed to be hunted by humans for profit. 
If an animal can be sold in the public marketplace, it is not allowed to be hunted by humans for profit.
The bald eagle is an endangered animal or an animal that is not allowed to be hunted by humans for profit..","∃x ∃y(Animal(x) ∧ In(x, nationalPark) ∧ OriginatedFrom(x, northAmerica) ∧ (¬(x=y)) ∧ Animal(y) ∧ In(y, nationalPark) ∧ OriginatedFrom(y, northAmerica))
∀x ((Animal(x) ∧ Endangered(x)) → ProtectedBy(x, endangeredSpeciesAct1973))
∀x ((Animal(x) ∧ ProtectedBy(x, endangeredSpeciesAct1973)) → ¬(HuntedForProfitBy(x, humans)))
∀x ((Animal(x) ∧ (¬HuntedForProfitBy(x, humans))) → ¬SoldIn(x, publicMarketplace))
Animal(baldEagle) ∧ (Endangered(baldEagle) ∨ (¬HuntedForProfitBy(x, humans)))","If the bald eagle is not both in a national park and sold in the public marketplace, then it is endangered and can be sold in the public marketplace.","¬(InNationalPark(mickey) ∧ SoldIn(mickey, publicMarketplace)) → (Endangered(mickey) ∧ SoldIn(mickey, publicMarketplace))",False,1164,"∃x (NationalParkAnimal(x) ∧ OriginatedFromNA(x))
∀x (Endangered(x) → Protected(x))
∀x (Protected(x) → ¬AllowedHunt(x))
∀x (Sold(x) → ¬AllowedHunt(x))
Endangered(baldEagle) ∨ �","

∃x (Animal(x) ∧ InNationalParks(x) ∧ OriginatedFromNorthAmerica(x))  
∀x (Endangered(x) → ProtectedByESA(x))  
∀x (ProtectedByESA(x) → ¬AllowedToBeHuntedForProfit(x))  
∀x (CanBeSoldInPublicMarketplace(x) → ¬AllowedToBeHuntedForProfit(x))  
Endangered(baldEagle) ∨ ¬AllowedToBeHuntedForProfit(baldEagle)"
116,414,"Some animals in the national parks originated from North America. 
All endangered animals are protected by The Endangered Species Act of 1973. 
No animals protected by The Endangered Species Act of 1973 are  allowed to be hunted by humans for profit. 
If an animal can be sold in the public marketplace, it is not allowed to be hunted by humans for profit.
The bald eagle is an endangered animal or an animal that is not allowed to be hunted by humans for profit..","∃x ∃y(Animal(x) ∧ In(x, nationalPark) ∧ OriginatedFrom(x, northAmerica) ∧ (¬(x=y)) ∧ Animal(y) ∧ In(y, nationalPark) ∧ OriginatedFrom(y, northAmerica))
∀x ((Animal(x) ∧ Endangered(x)) → ProtectedBy(x, endangeredSpeciesAct1973))
∀x ((Animal(x) ∧ ProtectedBy(x, endangeredSpeciesAct1973)) → ¬(HuntedForProfitBy(x, humans)))
∀x ((Animal(x) ∧ (¬HuntedForProfitBy(x, humans))) → ¬SoldIn(x, publicMarketplace))
Animal(baldEagle) ∧ (Endangered(baldEagle) ∨ (¬HuntedForProfitBy(x, humans)))","If the bald eagle is neither in a national park nor sold in the public marketplace, then it is not allowed to be hunted by humans for profit or is in a national park.","(¬InNationalPark(mickey) ∧ ¬SoldIn(mickey, publicMarketplace)) → (¬HuntedForProfitBy(x, humans) ∨ InNationalPark(mickey))",True,1165,"∃x (Animal(x) ∧ OriginNorth(x))  
∀x (Endangered(x) → Protected(x))  
∀x (Protected(x) → ¬Allowed(x))  
∀x (Sold(x) → ¬Allowed(x))  
Endangered(bald_eagle) �","

∃x (InNationalParks(x) ∧ OriginatedFromNorthAmerica(x))  
∀x (Endangered(x) → ProtectedByESA(x))  
∀x (ProtectedByESA(x) → ¬AllowedToBeHunted(x))  
∀x (CanBeSoldInPublicMarketplace(x) → ¬AllowedToBeHunted(x))  
Endangered(baldEagle) ∨ ¬AllowedToBeHunted(baldEagle)"
117,225,"BG] ETB2 is a television channel from the Euskal Irrati Telebista group.
ETB2 is located in the Basque Autonomous Community, Navarre, and the French Basque Country.
The ETB2 channel broadcasts entirely in Spanish.
If a channel has a reception area, then the channel can be accessed from the locations within the reception area.
ETB2's reception area is comprised of Basque Country.
The whole Basque Country includes, among others, the Basque Autonomous Community, Navarre, and the French Basque Country.","TelevisionChannel(etb2) ∧ From(etb2, euskalIrratiTelebista) ∧ Group(euskalIrratiTelebista)
LocatedIn(etb2, basqueAutonomousCommunity) ∧ LocatedIn(etb2, navarre) ∧ LocatedIn(etb2, frenchBasqueCountry)
∀x (BroadcastsIn(etb2, x) → Spanish(x))
∀x ∀y ∀z (TelevisionChannel(x) ∧ HasReceptionArea(x, y) ∧ LocatedIn(z, y) → CanAccess(z, x))
HasReceptionArea(etb2, basqueCounty)
LocatedIn(basqueAutonomousCommunity, basqueCounty) ∧ LocatedIn(navarre, basqueCounty) ∧ LocatedIn(frenchCasqueCountry, basqueCounty)",The ETB2 channel can be accessed from Navarre.,"CanAccess(navarre, etb2)",True,634,"**FOL Premises**

1. `TVChannel(etb2)`  
2. `BelongsToGroup(etb2, eibt)`  
3. `LocatedIn(etb2, basque_autonomous_community)`  
4. `LocatedIn(etb2, navarre)`  
5. `LocatedIn(etb2, french_basque_country)`  
6. `BroadcastLanguage(etb2, spanish)`  
7. `ReceptionArea(etb2, basque_country)`  
8. `∃a (ReceptionArea(etb2, a) → ∀l (Inside(a, l) → CanAccess(etb2, l)))`  
9. `Inside(basque_country, basque_autonomous_community)`  
10. `Inside(basque_country, navarre)`  
11. `Inside","

∀x (HasReceptionArea(x) → ∀y (LocatedIn(y, ReceptionArea(x)) → CanBeAccessedFrom(x, y)))  
IsTelevisionChannel(ETB2) ∧ BelongsToGroup(ETB2, EuskalIrratiTelebistaGroup)  
LocatedIn(ETB2, BasqueAutonomousCommunity) ∧ LocatedIn(ETB2, Navarre) ∧ LocatedIn(ETB2, FrenchBasqueCountry)  
BroadcastsInLanguage(ETB2, Spanish)  
HasReceptionArea(ETB2, BasqueCountry)  
LocatedIn(BasqueAutonomousCommunity, BasqueCountry) ∧ LocatedIn(Navarre, BasqueCountry) ∧ LocatedIn(FrenchBasqueCountry, BasqueCountry)"
118,225,"BG] ETB2 is a television channel from the Euskal Irrati Telebista group.
ETB2 is located in the Basque Autonomous Community, Navarre, and the French Basque Country.
The ETB2 channel broadcasts entirely in Spanish.
If a channel has a reception area, then the channel can be accessed from the locations within the reception area.
ETB2's reception area is comprised of Basque Country.
The whole Basque Country includes, among others, the Basque Autonomous Community, Navarre, and the French Basque Country.","TelevisionChannel(etb2) ∧ From(etb2, euskalIrratiTelebista) ∧ Group(euskalIrratiTelebista)
LocatedIn(etb2, basqueAutonomousCommunity) ∧ LocatedIn(etb2, navarre) ∧ LocatedIn(etb2, frenchBasqueCountry)
∀x (BroadcastsIn(etb2, x) → Spanish(x))
∀x ∀y ∀z (TelevisionChannel(x) ∧ HasReceptionArea(x, y) ∧ LocatedIn(z, y) → CanAccess(z, x))
HasReceptionArea(etb2, basqueCounty)
LocatedIn(basqueAutonomousCommunity, basqueCounty) ∧ LocatedIn(navarre, basqueCounty) ∧ LocatedIn(frenchCasqueCountry, basqueCounty)",The ETB2 channel can't be accessed from the French Basque Country.,"¬CanAccess(frenchCasqueCountry, etb2)",False,635,"TVChannel(ETB2)  
FromGroup(ETB2, EuskalIrratiTelebistaGroup)  
LocatedIn(ETB2, BasqueAutonomousCommunity) ∧ LocatedIn(ETB2, Navarre) ∧ LocatedIn(ETB2, FrenchBasqueCountry)  
BroadcastsIn(ETB2, Spanish)  
∀x (HasReceptionArea(x) → ∀l (InReceptionArea(l, x) → AccessibleFrom(x, l)))  
InReceptionArea(BasqueCountry, ETB2)  
PartOf(BasqueAutonomousCommunity, BasqueCountry) ∧ PartOf(Navarre, BasqueCountry) ∧ PartOf(F","

∀x (ReceptionArea(x) → ∀z (In(z, ReceptionArea(x)) → AccessibleFrom(x, z)))  
ReceptionArea(ETB2, BasqueCountry)  
Includes(BasqueCountry, BasqueAutonomousCommunity) ∧ Includes(BasqueCountry, Navarre) ∧ Includes(BasqueCountry, FrenchBasqueCountry)  
ETB2 is a television channel from the Euskal Irrati Telebista group.  
ETB2 is located in the Basque Autonomous Community, Navarre, and the French Basque Country.  
The ETB2 channel broadcasts entirely in Spanish.  
ETB2's reception area is comprised of Basque Country.  
The whole Basque Country includes, among others, the Basque Autonomous Community, Navarre, and the French Basque Country."
119,33,"Joseph Kmak was born in Napa.
Joseph Kmak was a professional baseball player.
Professional baseball players play in the MLB.
People born in California are Americans.
Americans are not Germans.","BornIn(josephKmak, napa)
ProfessionalBaseballPlayer(josephKmak)
∀x (ProfessionalBaseballPlayer(x) → PlayInMLB(x))
∀x (BornIn(x, california) → Nationality(x, american))
∀x (Nationality(x, american)→ ¬Nationality(x, german))",Joseph Kmak is German.,"Nationality(josephKmak, german)",Uncertain,95,"BornIn(j, Napa)

ProPlayer(j)

∀x (ProPlayer(x) → PlaysIn(x, MLB))

∀x (BornIn(x, California) → American(x))

∀x (","

BornIn(josephKmak, Napa)  
ProfessionalBaseballPlayer(josephKmak)  
∀x (ProfessionalBaseballPlayer(x) → PlayInMLB(x))  
∀x (BornInCalifornia(x) → American(x))  
∀x (American(x) → ¬German(x))"
120,33,"Joseph Kmak was born in Napa.
Joseph Kmak was a professional baseball player.
Professional baseball players play in the MLB.
People born in California are Americans.
Americans are not Germans.","BornIn(josephKmak, napa)
ProfessionalBaseballPlayer(josephKmak)
∀x (ProfessionalBaseballPlayer(x) → PlayInMLB(x))
∀x (BornIn(x, california) → Nationality(x, american))
∀x (Nationality(x, american)→ ¬Nationality(x, german))",Joseph Kmak played in the MLB.,PlayInMLB(josephKmak),True,96,"BornIn(joseph, napa).  
ProfessionalBaseballPlayer(joseph).  
∀x (ProfessionalBaseballPlayer(x) → PlayInMLB(x)).  
∀x (BornIn(x, california) → American(x)).  
∀x (","

BornIn(josephKmak, Napa)  
ProfessionalBaseballPlayer(josephKmak)  
∀x (ProfessionalBaseballPlayer(x) → PlayInMLB(x))  
∀x (BornInCalifornia(x) → American(x))  
∀x (American(x) → ¬German(x))"
121,33,"Joseph Kmak was born in Napa.
Joseph Kmak was a professional baseball player.
Professional baseball players play in the MLB.
People born in California are Americans.
Americans are not Germans.","BornIn(josephKmak, napa)
ProfessionalBaseballPlayer(josephKmak)
∀x (ProfessionalBaseballPlayer(x) → PlayInMLB(x))
∀x (BornIn(x, california) → Nationality(x, american))
∀x (Nationality(x, american)→ ¬Nationality(x, german))",Joseph Kmak was a catcher,IsCatcher(josephKmak),Uncertain,97,"BornIn(joseph_kmak, Napa).

Professional(joseph_kmak).

∀x (Professional(x) → PlaysMLB(x)).

∀x (BornIn(x, California) → American(x)).

∀x (","

BornIn(josephKmak, Napa)  
ProfessionalBaseballPlayer(josephKmak)  
∀x (ProfessionalBaseballPlayer(x) → PlaysInMLB(x))  
∀x (BornInCalifornia(x) → American(x))  
∀x (American(x) → ¬German(x))"
122,44,"Andrew Wilson is a British historian and political scientist.
Andrew Wilson specializes in all countries in Eastern Europe.
Poland is in Eastern Europe.
Andrew Wilson is born in Britain.
Britain is not in Eastern Europe.","British(andrewWilson) ∧ Historian(andrewWilson) ∧ PoliticalScientist(andrewWilson)
∀x (LocatedIn(x, easternEurope)→ SpecializeIn(andrewWilson, x))
LocatedIn(poland, easternEurope)
BornIn(andrewWilson, britain)
¬LocatedIn(britain, easternEurope)",Andrew Wilson is born in Eastern Europe.,"BornIn(andrewWilson, easternEurope)",Uncertain,126,"British(Andrew) ∧ Historian(Andrew) ∧ PoliticalScientist(Andrew)  
∀y (InEasternEurope(y) → SpecializesIn(Andrew, y))  
InEasternEurope(Poland)  
BornIn(Andrew, Britain)","

British(AndrewWilson) ∧ Historian(AndrewWilson) ∧ PoliticalScientist(AndrewWilson)  
∀y (EasternEurope(y) → SpecializesIn(AndrewWilson, y))  
EasternEurope(Poland)  
BornIn(AndrewWilson, Britain)  
¬EasternEurope(Britain)"
123,44,"Andrew Wilson is a British historian and political scientist.
Andrew Wilson specializes in all countries in Eastern Europe.
Poland is in Eastern Europe.
Andrew Wilson is born in Britain.
Britain is not in Eastern Europe.","British(andrewWilson) ∧ Historian(andrewWilson) ∧ PoliticalScientist(andrewWilson)
∀x (LocatedIn(x, easternEurope)→ SpecializeIn(andrewWilson, x))
LocatedIn(poland, easternEurope)
BornIn(andrewWilson, britain)
¬LocatedIn(britain, easternEurope)",Andrew Wilson specializes in Poland.,"SpecializeIn(andrewWilson, poland)",True,127,"British(andrew) ∧ Historian(andrew) ∧ PoliticalScientist(andrew)  
∀y (EasternEurope(y) → SpecializesIn(andrew,y))  
EasternEurope(poland)  
BornIn(andrew,britain","

British(Andrew) ∧ Historian(Andrew) ∧ PoliticalScientist(Andrew)  
∀y (InEasternEurope(y) → SpecializesIn(Andrew, y))  
InEasternEurope(Poland)  
BornIn(Andrew, Britain)  
¬InEasternEurope(Britain)"
124,44,"Andrew Wilson is a British historian and political scientist.
Andrew Wilson specializes in all countries in Eastern Europe.
Poland is in Eastern Europe.
Andrew Wilson is born in Britain.
Britain is not in Eastern Europe.","British(andrewWilson) ∧ Historian(andrewWilson) ∧ PoliticalScientist(andrewWilson)
∀x (LocatedIn(x, easternEurope)→ SpecializeIn(andrewWilson, x))
LocatedIn(poland, easternEurope)
BornIn(andrewWilson, britain)
¬LocatedIn(britain, easternEurope)",Andrew Wilson specializes in Britain.,"SpecializeIn(andrewWilson, britain)",Uncertain,128,"Historian(AndrewWilson) ∧ Politician(AndrewWilson) ∧ British(AndrewWilson)  
∀x (InEastEurope(x) → SpecializesIn(AndrewWilson, x))  
InEastEurope(Poland)  
BornIn(AndrewWilson, Britain)","

British(AndrewWilson) ∧ Historian(AndrewWilson) ∧ PoliticalScientist(AndrewWilson)  
∀y (EasternEurope(y) → SpecializesIn(AndrewWilson, y))  
EasternEurope(Poland)  
BornIn(AndrewWilson, Britain)  
¬EasternEurope(Britain)"
125,44,"Andrew Wilson is a British historian and political scientist.
Andrew Wilson specializes in all countries in Eastern Europe.
Poland is in Eastern Europe.
Andrew Wilson is born in Britain.
Britain is not in Eastern Europe.","British(andrewWilson) ∧ Historian(andrewWilson) ∧ PoliticalScientist(andrewWilson)
∀x (LocatedIn(x, easternEurope)→ SpecializeIn(andrewWilson, x))
LocatedIn(poland, easternEurope)
BornIn(andrewWilson, britain)
¬LocatedIn(britain, easternEurope)",No British are political scientists.,∀x (British(x) → ¬PoliticalScientist(x)),False,129,"FOL Premises:
British(AndrewWilson) ∧ Historian(AndrewWilson) ∧ PoliticalScientist(AndrewWilson)
∀y ((Country(y) ∧ In(y, EasternEurope)) → SpecializesIn(AndrewWilson, y))
Country(Poland)
In(Poland, EasternEurope)
BornIn(AndrewWilson, Britain)
","

Historian(a) ∧ PoliticalScientist(a) ∧ British(a)  
∀y (EasternEurope(y) → SpecializesIn(a, y))  
EasternEurope(Poland)  
BornIn(a, Britain)  
¬EasternEurope(Britain)"
126,480,"Everyone honored at the ceremony that is discharged is not actively serving in the military.
Every veteran honored at the ceremony is discharged.
Everyone honored at the ceremony is actively serving in the military or actively serving in the Marines.
Everyone honored at the ceremony that is actively serving in the Marines is capable of ground combat.
Everyone honored at the ceremony that is actively serving in the Marines is capable of naval combat.
Luca is honored at the ceremony and either discharged or a veteran.
Spencer is either both discharged and a veteran, or neither.","∀x (HonoredAt(x, ceremony) ∧ Discharged(x) → ¬ActivelyServingIn(x, military))
∀x (HonoredAt(x, ceremony) ∧ Veteran(x) → Discharged(x))
∀x (HonoredAt(x, ceremony) ∧ (ActivelyServingIn(x, military) ∨ ActivelyServingIn(x, marines)))
∀x (HonoredAt(x, ceremony) ∧ ActivelyServingIn(x, marines) → CapableOf(x, groundCombat))
∀x (HonoredAt(x, ceremony) ∧ ActivelyServingIn(x, marines) → CapableOf(x, navalCombat))
HonoredAt(luca, ceremoy) ∧ (Discharged(luca) ⊕ Veteran(luca))
¬(Discharged(spencer) ⊕ Veteran(spencer))",Luca is capable of naval combat and ground combat.,"CapableOf(luca, navalCombat) ∧ CapableOf(luca, groundCombat)",True,1397,"∃x ∀x ((Honored(x) ∧ Discharged(x)) → ¬Serving(x))
∃x ∀x ((Veteran(x) ∧ Honored(x)) → Discharged(x))
∃x ∀x (Honored(x) → (Serving(x) ∨ Marines(x)))
∃x ∀x ((Honored(x) ∧ Marines(x)) → GroundCombat(x))
∃x ∀x ((Honored(x) ∧ Marines(x)) → NavalCombat(x))
Honored(Luca) ∧ (Discharged(Luca) ⊕ Veteran(Luca))
(Discharged(Spencer) ∧ Veteran(Spencer)) ⊕ ¬(Discharged(Sp","

∀x ( (Honored(x) ∧ Discharged(x)) → ¬ActiveMilitary(x) )  
∀x ( (Veteran(x) ∧ Honored(x)) → Discharged(x) )  
∀x ( Honored(x) → (ActiveMilitary(x) ∨ ActiveMarines(x)) )  
∀x ( (Honored(x) ∧ ActiveMarines(x)) → CapableGround(x) )  
∀x ( (Honored(x) ∧ ActiveMarines(x)) → CapableNaval(x) )  
Honored(Luca) ∧ (Discharged(Luca) ∨ Veteran(Luca))  
(Discharged(Spencer) ∧ Veteran(Spencer)) ⊕ (¬Discharged(Spencer) ∧ ¬Veteran(Spencer))"
127,480,"Everyone honored at the ceremony that is discharged is not actively serving in the military.
Every veteran honored at the ceremony is discharged.
Everyone honored at the ceremony is actively serving in the military or actively serving in the Marines.
Everyone honored at the ceremony that is actively serving in the Marines is capable of ground combat.
Everyone honored at the ceremony that is actively serving in the Marines is capable of naval combat.
Luca is honored at the ceremony and either discharged or a veteran.
Spencer is either both discharged and a veteran, or neither.","∀x (HonoredAt(x, ceremony) ∧ Discharged(x) → ¬ActivelyServingIn(x, military))
∀x (HonoredAt(x, ceremony) ∧ Veteran(x) → Discharged(x))
∀x (HonoredAt(x, ceremony) ∧ (ActivelyServingIn(x, military) ∨ ActivelyServingIn(x, marines)))
∀x (HonoredAt(x, ceremony) ∧ ActivelyServingIn(x, marines) → CapableOf(x, groundCombat))
∀x (HonoredAt(x, ceremony) ∧ ActivelyServingIn(x, marines) → CapableOf(x, navalCombat))
HonoredAt(luca, ceremoy) ∧ (Discharged(luca) ⊕ Veteran(luca))
¬(Discharged(spencer) ⊕ Veteran(spencer))",Luca is not both capable of naval combat and ground combat.,"¬(CapableOf(luca, navalCombat) ∧ CapableOf(luca, groundCombat))",False,1398,"∃∀x ((Honored(x) ∧ Discharged(x)) → ¬ServingMil(x)) :: Everyone honored at the ceremony that is discharged is not actively serving in the military.

∃∀x ((Honored(x) ∧ Veteran(x)) → Discharged(x)) :: Every veteran honored at the ceremony is discharged.

∃∀x (Honored(x) → (ServingMil(x) ∨ ServingMarines(x))) :: Everyone honored at the ceremony is actively serving in the military or actively serving in the Marines.

∃∀x ((Honored(x) ∧ ServingMarines(x)) → GroundCombat(x)) :: Everyone honored at the ceremony that is actively serving in the Marines is capable of ground combat.

∃∀x ((Honored(x) ∧ ServingMarines(x)) → NavalCombat(x)) :: Everyone honored at the ceremony that is actively serving in the Marines is capable of naval combat.

(Honored(luca) ∧ (Discharged(luca) ∨ Veteran(luca))) :: Luca is honored at the ceremony and either discharged or a veteran.

((Discharged(spencer) ∧ Veteran(spencer)) ∨ (¬Discharged(spencer) ∧ ¬Veteran(spencer))) :: Spencer is either","

∀x (H(x) ∧ D(x) → ¬A(x))  
∀x (H(x) ∧ V(x) → D(x))  
∀x (H(x) → (A(x) ∨ M(x)))  
∀x (H(x) ∧ M(x) → G(x))  
∀x (H(x) ∧ M(x) → N(x))  
H(Luca) ∧ (D(Luca) ∨ V(Luca))  
(D(Spencer) ∧ V(Spencer)) ⊕ ¬(D(Spencer) ∨ V(Spencer))"
